字符,拆分
𫷓,尚巾亼艹
𫷔,干乙
𫷕,干丩又
𫷖,干乙二丨
𫷗,ヰ女又
𫷘,丷开由乙
𫷙,干丷亠二
𫷚,干丷月月
𫷛,一干八
𫷜,ヰ十干
𫷝,干丷亻月
𫷞,ヰ非心
𫷟,幺耂一乙
𫷠,囗艹幺幺
𫷡,幺幺一二
𫷢,丆目幺幺
𫷣,幺幺戈女
𫷤,幺力辶
𫷥,广九
𫷦,广寸
𫷧,广厶
𫷨,广丿未
𫷩,广巳廾
𫷪,广三丿阝
𫷫,广干攵
𫷬,广未丷
𫷭,广足
𫷮,广阝月
𫷯,广彐人⺀
𫷰,广木⺁又
𫷱,广大十廾
𫷲,广少火
𫷳,广丿廴
𫷴,广火少
𫷵,广彐人丶
𫷶,广口耂乙
𫷷,广钅欠
𫷸,广食
𫷹,广米女
𫷺,广身寸
𫷻,广彐人人
𫷼,广土丷丶
𫷽,广虍乎
𫷾,广贝贝女
𫷿,广隹九丶
𫸀,广彐丨金
𫸁,广罒一
𫸂,广舟⺧口
𫸃,广土丷土
𫸄,广艹白厶
𫸅,广禾禾火
𫸆,广亻业丶
𫸇,广亠羊
𫸈,广米夕辶
𫸉,广予土辶
𫸊,广龷由儿
𫸋,广龷由二
𫸌,广龷由丨
𫸍,广龷由早
𫸎,广龷由月
𫸏,广龷由六
𫸐,广龷由辶
𫸑,士廴
𫸒,土八土廴
𫸓,艹千一廴
𫸔,千一頁廴
𫸕,彐二丨工
𫸖,彐廾
𫸗,戉廾
𫸘,夕匕廾
𫸙,乙一口廾
𫸚,厂二廾
𫸛,尸毛廾
𫸜,廾
𫸝,非廾
𫸞,勹車廾
𫸟,⺽弓廾
𫸠,广廾
𫸡,尸毛米廾
𫸢,火火衣廾
𫸣,自穴方廾
𫸤,爫罒彐廾
𫸥,弓大
𫸦,弓廾
𫸧,弓口
𫸨,丁弓
𫸩,弓匚乂
𫸪,弓一乙乙
𫸫,弓口
𫸬,冖九弓丨
𫸭,龴囗弓
𫸮,弓木冂
𫸯,弓口大
𫸰,弓爫刀
𫸱,弓礻乙
𫸲,亠乂厂弓
𫸳,弓貝
𫸴,弓且
𫸵,弓丨又
𫸶,弓阝
𫸷,弓丨王廾
𫸸,弓日⺊又
𫸹,弓大弓土
𫸺,弓弓土寸
𫸻,弓覀女
𫸼,烏弓冫
𫸽,丷弓丨电
𫸾,弓土八力
𫸿,弓丷之
𫹀,弓自幺又
𫹁,弓齒
𫹂,弓自魚
𫹃,弓且八乂
𫹄,皮彐
𫹅,彐冖巾丶
𫹆,乙乙冖八
𫹇,彑巾巾
𫹈,彑米幺廾
𫹉,西一彡
𫹊,龵三十彡
𫹋,彳
𫹌,彳女
𫹍,彳十又
𫹎,彳木
𫹏,彳⺊又
𫹐,彳火
𫹑,彳丿刂
𫹒,彳吏
𫹓,彳羽
𫹔,彳止口
𫹕,彳乙
𫹖,彳匚羊
𫹗,彳日亠乂
𫹘,彳牜攵
𫹙,彳壴
𫹚,彳土土寸
𫹛,彳方子
𫹜,彳工
𫹝,彳乙厶
𫹞,彳馬
𫹟,彳口王阝
𫹠,彳丿大
𫹡,彳堇
𫹢,彳户口攵
𫹣,彳大丷小
𫹤,彳业八
𫹥,彳丨⽱
𫹦,十月一寸
𫹧,彳士口頁
𫹨,彳六乂頁
𫹩,彳艹吅隹
𫹪,彳吅厂攵
𫹫,忄一乙
𫹬,⺈小丶
𫹭,乃心
𫹮,忄二乙
𫹯,干心
𫹰,心门
𫹱,巛心
𫹲,匚儿心
𫹳,戈心
𫹴,忄二乙丨
𫹵,二儿心
𫹶,忄少
𫹷,忄又又
𫹸,厶心乙一
𫹹,厶乙一心
𫹺,忄石
𫹻,未心
𫹼,忄小
𫹽,忄乙丿
𫹾,勹巳心
𫹿,宀丁心
𫺀,忄尢子
𫺁,夫丷心
𫺂,忄夫丷
𫺃,忄口于
𫺄,日七心
𫺅,八⺀十心
𫺆,忄亻十
𫺇,冫亽乙心
𫺈,忄氵女
𫺉,丷夫心
𫺊,忄亠乂
𫺋,氵女心
𫺌,忄工贝
𫺍,日女心
𫺎,忄三丿阝
𫺏,忄白八
𫺐,亽乙口心
𫺑,亻王丶心
𫺒,忄门日
𫺓,忄门心
𫺔,彐丿口心
𫺕,刀口卩心
𫺖,扌丶乙心
𫺗,牙攵心
𫺘,忄艹冖力
𫺙,忄一八
𫺚,舟又心
𫺛,亻口心
𫺜,兔心
𫺝,忄广彐人
𫺞,火火心
𫺟,忄彑巾
𫺠,王白心
𫺡,王亽龴心
𫺢,忄品
𫺣,忄山火
𫺤,忄⺊貝
𫺥,忄日干刂
𫺦,八刀心甘
𫺧,忄亼⺍口
𫺨,忄龵三十
𫺩,冫龴用心
𫺪,忄丶
𫺫,忄丷天阝
𫺬,忄尸丷开
𫺭,忄厶口心
𫺮,臣攵心
𫺯,龷八心
𫺰,忄艹勹日
𫺱,自心⺊了
𫺲,月夕夕心
𫺳,忄工
𫺴,亡心口月
𫺵,⺷灬心
𫺶,忄阝車
𫺷,又隹心
𫺸,車欠心
𫺹,忄匚贝
𫺺,忄尚巾
𫺻,忄目彐
𫺼,忄爫丨臼
𫺽,自心亼卩
𫺾,八刀心口
𫺿,忄宀亻日
𫻀,忄宀大口
𫻁,忄门臼儿
𫻂,女又心
𫻃,忄工土
𫻄,忄艹龶月
𫻅,忄白山丶
𫻆,犭丷西心
𫻇,钅氏口心
𫻈,女又心口
𫻉,刀丶心貝
𫻊,忄艹宀日
𫻋,忄白事
𫻌,忄丷一心
𫻍,米女攵心
𫻎,立日欠心
𫻏,忄尸口十
𫻐,工几丶事
𫻑,忄匚貝
𫻒,囗口十心
𫻓,言木木心
𫻔,忄貝戈戈
𫻕,罒厶月心
𫻖,忄虍田月
𫻗,忄立又
𫻘,忄亠罒
𫻙,立早攵心
𫻚,士冖豆心
𫻛,心龶月月
𫻜,勿心灬
𫻝,⻗口口心
𫻞,忄艹犭又
𫻟,忄艹立心
𫻠,忄口月月
𫻡,忄亠吅
𫻢,士冖豆心
𫻣,忄白儿十
𫻤,忄亠乂頁
𫻥,罒革馬心
𫻦,一乙戈
𫻧,力戈
𫻨,戈大
𫻩,戈三丨
𫻪,戈心
𫻫,戈示
𫻬,罒戈
𫻭,十戈一巾
𫻮,土土戈
𫻯,戈肉
𫻰,人戈人人
𫻱,戈六乂
𫻲,求戈
𫻳,戈大中
𫻴,⺊丨戈月
𫻵,⺧口戈
𫻶,戈爿口
𫻷,耂日戈
𫻸,戈戈
𫻹,尚戈
𫻺,虍几戈
𫻻,臼儿戈
𫻼,戈隹
𫻽,戊乙ヰ
𫻾,戈巛田
𫻿,戈壴
𫼀,目⺊又戈
𫼁,甫寸戈
𫼂,千日二戈
𫼃,戈鳥
𫼄,木冂木戈
𫼅,壴口戈
𫼆,业丶戈
𫼇,戈罒貝
𫼈,彐工几戈
𫼉,户戈
𫼊,戶电
𫼋,戶土土
𫼌,户龷八
𫼍,户爫子
𫼎,户忄十
𫼏,户耂日
𫼐,户八
𫼑,户戈子又
𫼒,户氵广厶
𫼓,乙手
𫼔,手刀
𫼕,扌丿几
𫼖,扌丶
𫼗,扌马
𫼘,扌⺆亠
𫼙,手氏
𫼚,扌六
𫼛,扌弓丨
𫼜,手⺊口
𫼝,扌⺈彐
𫼞,扌乎
𫼟,扌乙丿
𫼠,手丶王
𫼡,扌幺刀
𫼢,扌厂止
𫼣,扌匕匕十
𫼤,扌贝刂
𫼥,扌山己
𫼦,扌八又
𫼧,扌亻十
𫼨,扌⺈贝
𫼩,扌丷一巾
𫼪,扌立丿
𫼫,扌门丿
𫼬,扌亦
𫼭,扌㐫
𫼮,扌农
𫼯,扌力辶
𫼰,扌女口
𫼱,扌工贝
𫼲,扌未丷
𫼳,扌艹亡
𫼴,手口
𫼵,扌⺊囗乂
𫼶,扌贝
𫼷,手口巴
𫼸,扌人甲
𫼹,扌亽乙口
𫼺,扌犭王
𫼻,扌亻白
𫼼,扌⺀十廴
𫼽,扌门心
𫼾,扌纟乃丶
𫼿,手己攵
𫽀,扌纟冂人
𫽁,扌车辶
𫽂,扌十又刀
𫽃,扌戈火
𫽄,扌了口一
𫽅,扌土厶丶
𫽆,扌匚亼口
𫽇,扌一田凵
𫽈,扌艹夫
𫽉,扌止龰
𫽊,扌⺍冖子
𫽋,扌罒夕
𫽌,扌几又勿
𫽍,扌臼又
𫽎,扌亻夕夕
𫽏,扌丨土
𫽐,扌木
𫽑,几又扌日
𫽒,扌户⺀十
𫽓,扌戶手
𫽔,扌门亠巾
𫽕,扌亦又
𫽖,扌阝且
𫽗,扌不皿
𫽘,扌木口力
𫽙,扌工页
𫽚,扌艹句
𫽛,三丨丨
𫽜,扌田人
𫽝,扌又皿
𫽞,扌口亼口
𫽟,扌几又口
𫽠,扌爫田
𫽡,手八刀皿
𫽢,扌马
𫽣,扌丬夕寸
𫽤,扌火⺊尸
𫽥,扌八丨
𫽦,扌氵九木
𫽧,扌弓贝
𫽨,扌巛乂
𫽩,扌大丷示
𫽪,扌一幺土
𫽫,扌屯页
𫽬,扌生刀手
𫽭,手口貝
𫽮,扌尚儿
𫽯,虍亠乂手
𫽰,扌亼口日
𫽱,扌几爫木
𫽲,扌衣
𫽳,扌毛
𫽴,扌宀厂
𫽵,扌穴勹巳
𫽶,扌巴⺎
𫽷,木木大手
𫽸,扌匕矢欠
𫽹,扌由彐丨
𫽺,手日罒又
𫽻,扌二丨
𫽼,扌日土予
𫽽,扌少日小
𫽾,扌禾乃辶
𫽿,扌白十
𫾀,扌氵皮女
𫾁,扌门⺈臼
𫾂,扌王王乙
𫾃,扌艹彐
𫾄,扌旦日土
𫾅,扌⺈用丨
𫾆,扌宀日⽱
𫾇,扌冖八早
𫾈,扌氵骨
𫾉,扌羽冖车
𫾊,扌石宀㔾
𫾋,扌木目心
𫾌,土刀手必
𫾍,扌艹千二
𫾎,扌艹勹甫
𫾏,扌三寸
𫾐,扌厂木止
𫾑,扌其
𫾒,扌羽亠十
𫾓,扌土八云
𫾔,扌覀大辶
𫾕,扌艹日
𫾖,龵三十貝
𫾗,扌言亼艹
𫾘,扌氵覀早
𫾙,扌千力
𫾚,扌麻石
𫾛,扌亼吅攵
𫾜,扌⺽乙手
𫾝,麻手八
𫾞,扌宀瓜瓜
𫾟,扌罒干
𫾠,扌言火火
𫾡,扌士寸
𫾢,扌艹犭又
𫾣,高十又
𫾤,土土土又
𫾥,十又羽隹
𫾦,⺊又
𫾧,丿七攵
𫾨,亠乂攵
𫾩,丨二攵
𫾪,士口攵
𫾫,吏攵
𫾬,耳攵
𫾭,丿未攵
𫾮,八一丨攵
𫾯,广干攵
𫾰,弓⺀丶攵
𫾱,𦣝
𫾲,一冂丶又
𫾳,三丿寸攵
𫾴,目儿攵
𫾵,亽乙口攵
𫾶,禾丷攵
𫾷,氵欠攵
𫾸,刀口卩又
𫾹,虍几攵
𫾺,口女攵
𫾻,日勿攵
𫾼,乂月攵
𫾽,亼口卩攵
𫾾,亻人人攵
𫾿,亽乙心又
𫿀,小攵
𫿁,艹田攵
𫿂,⺊冖一攵
𫿃,白王攵
𫿄,亼口口攵
𫿅,⺈口匕又
𫿆,片爿一攵
𫿇,方攵且
𫿈,匚虍几攵
𫿉,巳攵
𫿊,目目⺊又
𫿋,虍几攵
𫿌,厶月匕攵
𫿍,龷由八攵
𫿎,戈爿口又
𫿏,罒衣攵
𫿐,己攵戶斤
𫿑,虍龶勹攵
𫿒,爫灬攵
𫿓,禾丷田攵
𫿔,兔月攵
𫿕,方攵艹二
𫿖,母貝攵
𫿗,尸丿口又
𫿘,臼豕攵
𫿙,幺幺西攵
𫿚,尸龷八攵
𫿛,少目乙攵
𫿜,⺧口貝攵
𫿝,米亠回攵
𫿞,亚丿乙攵
𫿟,扌非乂攵
𫿠,亠二攵
𫿡,鹿灬攵
𫿢,巛攵
𫿣,木木亠攵
𫿤,立月一攵
𫿥,厶口火攵
𫿦,彑巾攵
𫿧,亠回白攵
𫿨,方攵宀乙
𫿩,山三丨攵
𫿪,⺆⺆一攵
𫿫,彑巾攵
𫿬,彑巾攵
𫿭,亠乂二
𫿮,一止亠乂
𫿯,亠乂冂艹
𫿰,宀子亠乂
𫿱,木木亠乂
𫿲,亠乂廿灬
𫿳,亦⺀十
𫿴,⺀十爫子
𫿵,八吕⺀十
𫿶,⺈田儿十
𫿷,臼人月十
𫿸,人止人十
𫿹,丷一巾斤
𫿺,厶口乙斤
𫿻,木冂冂斤
𫿼,刀八朩斤
𫿽,壴口斤
𫿾,白幺幺斤
𫿿,父斤大小
𬀀,方丩
𬀁,夫方人
𬀂,方一巾
𬀃,方戈
𬀄,方爪
𬀅,方水
𬀆,方囗十
𬀇,方古
𬀈,方史
𬀉,方方方
𬀊,亠丷冖方
𬀋,方丆目
𬀌,方古儿
𬀍,方言
𬀎,方西一己
𬀏,方彐火
𬀐,方户攵
𬀑,方旦勿
𬀒,方虫工
𬀓,方衤火
𬀔,方氵
𬀕,方糹丿
𬀖,方爫臼
𬀗,方艹廿木
𬀘,方士一
𬀙,方火日
𬀚,方吅
𬀛,方亠丷二
𬀜,方舟言
𬀝,方氵臼
𬀞,方亠虫
𬀟,方吅人
𬀠,方氏舟
𬀡,方⺽大
𬀢,方米臼
𬀣,方⺽八
𬀤,方魚魚
𬀥,匚儿口人
𬀦,一乙日
𬀧,日下
𬀨,日丶
𬀩,日二乙丨
𬀪,日冂儿
𬀫,亠乂日
𬀬,日古
𬀭,日⺊尸
𬀮,日又寸
𬀯,日厂火
𬀰,日歹刂
𬀱,日山己
𬀲,日丷天
𬀳,日亦
𬀴,丷夫日
𬀵,早丿夫
𬀶,日生刀
𬀷,旦勿
𬀸,日亠乂⺎
𬀹,日丷弓丿
𬀺,已日勿
𬀻,日土八土
𬀼,旦且力
𬀽,日干龷
𬀾,日土申
𬀿,日亼冂艹
𬁀,氏日少
𬁁,日宀且
𬁂,王民日
𬁃,日土戊乙
𬁄,早土欠
𬁅,日虫工
𬁆,爫二夂日
𬁇,日千日二
𬁈,日丶彐阝
𬁉,尸匕亽日
𬁊,日彳人八
𬁋,日卯彐
𬁌,氏日丷亡
𬁍,日乙厶
𬁎,日宀谷
𬁏,丶又寸勿
𬁐,日月人八
𬁑,日犭耂日
𬁒,日矛夂力
𬁓,日三丨日
𬁔,旦龰日干
𬁕,日土土⺎
𬁖,日生宀牛
𬁗,日宀一田
𬁘,日门木
𬁙,日艹宀日
𬁚,日生臼人
𬁛,日广丷
𬁜,日艹罒夕
𬁝,业⺷丿日
𬁞,日艹隹灬
𬁟,日寸
𬁠,日乡
𬁡,又日
𬁢,亦日
𬁣,子三丨日
𬁤,刀口卩日
𬁥,耂一乙艹
𬁦,冫欠刂日
𬁧,日乙八
𬁨,日月丷天
𬁩,方斤日
𬁪,子立十日
𬁫,彐土日且
𬁬,日日日卯
𬁭,丷日口
𬁮,丷日丶
𬁯,彑巾日
𬁰,月十
𬁱,月丿
𬁲,月丿厶
𬁳,月马
𬁴,月云
𬁵,月匚乂
𬁶,五月
𬁷,月丿大
𬁸,月人㔾
𬁹,屮凵月
𬁺,月亚
𬁻,月耒
𬁼,冫欠月
𬁽,月口贝
𬁾,亻瓜月
𬁿,月乙
𬂀,月门王
𬂁,月彐丿口
𬂂,月罒夕
𬂃,亠亻夂月
𬂄,亠丷戈月
𬂅,月丷
𬂆,丶彐丨
𬂇,月王乂王
𬂈,厂耂日月
𬂉,月丷夫贝
𬂊,月冖日六
𬂋,幺幺日月
𬂌,月厶月匕
𬂍,月二丨
𬂎,月白
𬂏,⺈口月
𬂐,月冫欠虫
𬂑,月亠生
𬂒,月耳口王
𬂓,⺆冫豕
𬂔,月冖豕
𬂕,止月气米
𬂖,⺈口月
𬂗,月白白白
𬂘,䶹㠯立月
𬂙,立日乙王
𬂚,屰月屰月
𬂛,十
𬂜,木一
𬂝,木寸
𬂞,上木
𬂟,木勹丿
𬂠,木无
𬂡,木五
𬂢,木丿几丶
𬂣,木人
𬂤,木乙二丨
𬂥,木口
𬂦,木屮㔾
𬂧,未未
𬂨,木寸⺈丨
𬂩,木夫丷
𬂪,木丿阝
𬂫,丿㠯木
𬂬,木亻方
𬂭,木口
𬂮,木乂朩
𬂯,木丿田
𬂰,木农
𬂱,氵乙丿木
𬂲,木亜
𬂳,木工人人
𬂴,木土乙丨
𬂵,木艹又丶
𬂶,木且力
𬂷,木巾一乙
𬂸,木攵少
𬂹,木手廴
𬂺,木亻白
𬂻,木门开
𬂼,木厶矢
𬂽,木木五
𬂾,木刀八木
𬂿,木一厶力
𬃀,木夫冂儿
𬃁,木耳又
𬃂,木木五
𬃃,木口冂大
𬃄,⺊冂人木
𬃅,木口口八
𬃆,木丘山
𬃇,木乙乂皿
𬃈,木乂乂攵
𬃉,木亼古
𬃊,木⺁十贝
𬃋,木宀厶口
𬃌,木丶彐力
𬃍,木氵白
𬃎,木亠幺小
𬃏,木宀王丶
𬃐,木户⺀十
𬃑,木⺷
𬃒,木刀八木
𬃓,木皮口
𬃔,木冂木口
𬃕,木木冖丶
𬃖,十冖石木
𬃗,木厂日土
𬃘,木弋二贝
𬃙,木不口刂
𬃚,木木土厶
𬃛,木工页
𬃜,木匕貝
𬃝,木艹田
𬃞,木目斤
𬃟,木艹干丷
𬃠,木八刀皿
𬃡,木⺈彐心
𬃢,木舟寸
𬃣,木爫冂土
𬃤,木臼丨乙
𬃥,丨二木
𬃦,木片戋
𬃧,木冖二寸
𬃨,巾木
𬃩,木冫刀木
𬃪,木立口丨
𬃫,木宀⺧儿
𬃬,木日
𬃭,木冖木口
𬃮,木弓贝
𬃯,廿乙木王
𬃰,木土土心
𬃱,木古旦
𬃲,木木页
𬃳,木土卜皿
𬃴,木木丆日
𬃵,木艹亻毛
𬃶,木艹糸
𬃷,木口木口
𬃸,木艹早
𬃹,木艹力力
𬃺,木⺊囗口
𬃻,日木吏
𬃼,木囗大心
𬃽,木貝口
𬃾,木艹戊乙
𬃿,牜土寸木
𬄀,木夕木大
𬄁,木一巾
𬄂,木丘八阝
𬄃,木矢匚
𬄄,木丿㠯木
𬄅,木氵日工
𬄆,木丷夫木
𬄇,木西一火
𬄈,木匚户艹
𬄉,木車氏
𬄊,木耂日土
𬄋,木丨一口
𬄌,木艹⺈用
𬄍,木口亼艹
𬄎,木貝攵
𬄏,木弓丿
𬄐,木夕隹
𬄑,木几白王
𬄒,木田厶
𬄓,木衣八口
𬄔,木宀八心
𬄕,氵隹木
𬄖,木宀八
𬄗,木糹且
𬄘,木羽立
𬄙,木其月
𬄚,木亞心
𬄛,木其日
𬄜,木木亠回
𬄝,木工頁
𬄞,未犭耂日
𬄟,木艹非
𬄠,木艹大示
𬄡,木艹月月
𬄢,木止止止
𬄣,木日小
𬄤,木艹其
𬄥,木口丆囬
𬄦,木儿
𬄧,彳一木
𬄨,木氵匚木
𬄩,阝⺈彐木
𬄪,木女甘木
𬄫,木尸耂日
𬄬,木十冂犬
𬄭,木工辶
𬄮,木古忄旦
𬄯,木其石
𬄰,木木宀土
𬄱,木艹皿
𬄲,木艹癶天
𬄳,木月月皿
𬄴,木⺈田亍
𬄵,木臼田力
𬄶,木方口虫
𬄷,木木示示
𬄸,木木口口
𬄹,木厂罒貝
𬄺,木艹罒夕
𬄻,木艹方耳
𬄼,木
𬄽,木⺈罒貝
𬄾,火火火木
𬄿,木⺷耳又
𬅀,木立口
𬅁,木士口頁
𬅂,木古亚心
𬅃,木木匕丶
𬅄,未戊乙木
𬅅,木艹艹未
𬅆,木业十又
𬅇,木中心貝
𬅈,木丷西阝
𬅉,木艹门
𬅊,木⺽冂八
𬅋,木艹亲斤
𬅌,⺈口木
𬅍,木缶木手
𬅎,木丷瓦
𬅏,木女木寸
𬅐,木木匕龰
𬅑,木艹千灬
𬅒,木囗艹皿
𬅓,木口石石
𬅔,木缶木卩
𬅕,木夕木寸
𬅖,木乂乂卩
𬅗,衣日土母
𬅘,木女木寸
𬅙,木乂乂阝
𬅚,木立三
𬅛,木木一鹿
𬅜,木言丿寸
𬅝,欠廾
𬅞,于欠
𬅟,欠心
𬅠,九口欠
𬅡,⺆⺆一欠
𬅢,夫丷欠
𬅣,舟欠
𬅤,甫欠
𬅥,口冂人欠
𬅦,爫子欠
𬅧,冫欠目
𬅨,屮一口欠
𬅩,耂日欠
𬅪,广彐人欠
𬅫,十艹贝欠
𬅬,⺷口欠
𬅭,士冖示欠
𬅮,日亚欠
𬅯,日口凵欠
𬅰,吅冖⺀欠
𬅱,禾丷田欠
𬅲,土八口欠
𬅳,人人口心
𬅴,木乂乂欠
𬅵,⺽立丨欠
𬅶,冂止
𬅷,刀止
𬅸,上止
𬅹,一巾止
𬅺,一日止
𬅻,土厶止
𬅼,木冂止
𬅽,冫⺊了止
𬅾,厂二止
𬅿,止匕且
𬆀,止止冂一
𬆁,止土口儿
𬆂,车斤龰
𬆃,一止氵巾
𬆄,一止宀且
𬆅,尚一止
𬆆,不一止卯
𬆇,止冖止大
𬆈,一止亻尚
𬆉,車斤龰
𬆊,木口止匕
𬆋,止止十
𬆌,止革亻
𬆍,士尸丨止
𬆎,止戌又
𬆏,止止止
𬆐,囗止止止
𬆑,歹廿乙
𬆒,歹刂⺈丨
𬆓,歹刂井
𬆔,歹乃木
𬆕,歹巳廾
𬆖,⺊夕亻二
𬆗,厶口歹匕
𬆘,歹匕宀女
𬆙,⺊夕鱼
𬆚,歹彐氺
𬆛,歹巛乂
𬆜,歹匕石十
𬆝,歹⺊夕食
𬆞,几又亡
𬆟,匚儿几又
𬆠,少几又
𬆡,一火几又
𬆢,丨二又
𬆣,丿丨又
𬆤,丿未几又
𬆥,木口几又
𬆦,车口几又
𬆧,⺧口几又
𬆨,隹几又
𬆩,十冂丷又
𬆪,丿口⽱又
𬆫,立丿乙又
𬆬,癶天几又
𬆭,士冖示又
𬆮,士冖一又
𬆯,士冖夕又
𬆰,乂耂日又
𬆱,卯豆几又
𬆲,亠丷冖又
𬆳,亠乡隹又
𬆴,三丨厂又
𬆵,木人人又
𬆶,母
𬆷,母上小又
𬆸,母亠回示
𬆹,一囗人匕
𬆺,⺈口匕匕
𬆻,亠二匕
𬆼,毛千
𬆽,毛云
𬆾,毛冂儿
𬆿,毛勿
𬇀,毛旦
𬇁,毛山亽乙
𬇂,毛立日
𬇃,钅皮毛
𬇄,宀丘八毛
𬇅,毛匚品
𬇆,毛土土⺎
𬇇,又又又毛
𬇈,毛米凵⺀
𬇉,氏丶刀
𬇊,氏氏
𬇋,户氏
𬇌,氏丁口
𬇍,六乂氏
𬇎,氏口氏口
𬇏,气木
𬇐,气电
𬇑,气木卜
𬇒,气厂白小
𬇓,气土羊辶
𬇔,水工
𬇕,氵万
𬇖,氵口
𬇗,氵弓
𬇘,氵二乙丶
𬇙,氵贝
𬇚,氵幺乙
𬇛,氵一彑丶
𬇜,水大⺀
𬇝,氵一八
𬇞,氵一冂人
𬇟,氵丶水
𬇠,氵戊乙
𬇡,氵口
𬇢,氵口于
𬇣,氵丷一巾
𬇤,氵宀子
𬇥,氵丷夫
𬇦,丷夫水
𬇧,氵工中
𬇨,氵士心
𬇩,氵木土
𬇪,氵木亍
𬇫,氵扌巴
𬇬,氵亚丿
𬇭,氵少下
𬇮,氵几又亡
𬇯,氵丷二刂
𬇰,氵门心
𬇱,氵水口
𬇲,氵刀丶木
𬇳,氵尸斤
𬇴,氵尸乙口
𬇵,氵一止乙
𬇶,求⺧儿
𬇷,氵木日
𬇸,氵二乙本
𬇹,氵囗王丶
𬇺,氵几丆日
𬇻,白子水
𬇼,氵木
𬇽,氵户月
𬇾,丶乙儿
𬇿,氵丷一卜
𬈀,氵亠乂月
𬈁,氵丷
𬈂,氵子皿
𬈃,氵又丷丨
𬈄,弓人彡水
𬈅,氵土厶中
𬈆,氵木口力
𬈇,氵一冂木
𬈈,氵井一止
𬈉,氵土𠂋
𬈊,氵匚儿口
𬈋,氵又皿
𬈌,氵日句
𬈍,氵臼丨乙
𬈎,氵禾⺀十
𬈏,氵马
𬈐,氵冖八目
𬈑,氵冖且八
𬈒,氵冖白匕
𬈓,氵冖儿匕
𬈔,氵水田
𬈕,氵弓贝
𬈖,氵一幺阝
𬈗,氵扌爫女
𬈘,氵龷八氺
𬈙,氵示
𬈚,氵龶月了
𬈛,水厂白小
𬈜,氵艹冖水
𬈝,氵亼月丨
𬈞,氵⺧儿心
𬈟,氵亠儿衣
𬈠,氵田
𬈡,宀八水
𬈢,氵立卯
𬈣,氵立口儿
𬈤,氵尸匕生
𬈥,氵木木彡
𬈦,氵厂貝刂
𬈧,氵土丷回
𬈨,氵囗丷㔾
𬈩,氵艹甫
𬈪,氵罒早
𬈫,氵彳旦寸
𬈬,氵爫彐心
𬈭,氵千日力
𬈮,氵方方土
𬈯,氵冖八口
𬈰,氵止
𬈱,氵皮页
𬈲,氵王其
𬈳,氵⻗亠乂
𬈴,氵龶月中
𬈵,氵丨一米
𬈶,氵止匕糸
𬈷,氵尚木
𬈸,氵艹立口
𬈹,氵丿大金
𬈺,氵非心
𬈻,氵⺧口白
𬈼,氵亻冖隹
𬈽,氵爫子丷
𬈾,氵舌页
𬈿,氵宀丆丁
𬉀,氵方大口
𬉁,氵亦虫
𬉂,氵米龷八
𬉃,氵立丨㠯
𬉄,氵宀王罒
𬉅,立丨丿水
𬉆,氵尸米女
𬉇,氵羽夫丷
𬉈,氵⻗亠巾
𬉉,氵戈戈皿
𬉊,氵耳口王
𬉋,氵贝辶
𬉌,氵口十八
𬉍,氵山厂隹
𬉎,氵月千二
𬉏,氵禾几页
𬉐,氵几又頁
𬉑,氵亡⺆乙
𬉒,氵火白王
𬉓,氵土人貝
𬉔,氵艹禾
𬉕,氵母
𬉖,⺈口匕水
𬉗,氵宀必虫
𬉘,氵方攵
𬉙,氵立艹田
𬉚,氵尸匕生
𬉛,氵囗艹丶
𬉜,氵虍田月
𬉝,氵爫幺卜
𬉞,氵水廿丶
𬉟,木廿一水
𬉠,氵艹门
𬉡,氵艹心心
𬉢,氵吅戈
𬉣,氵飠人八
𬉤,氵馬
𬉥,氵十早羽
𬉦,氵十早刂
𬉧,氵十早㐄
𬉨,旦日土水
𬉩,氵亡口乙
𬉪,氵弓冫寸
𬉫,氵亠厶乙
𬉬,氵穴鼠
𬉭,氵尸口丶
𬉮,氵⻗矛力
𬉯,母系水
𬉰,氵戈戈
𬉱,⺈口匕水
𬉲,氵言糹金
𬉳,氵言糹鳥
𬉴,火寸
𬉵,大灬
𬉶,于火
𬉷,火上
𬉸,火口
𬉹,夕火
𬉺,火己
𬉻,下乙灬
𬉼,火匚乂
𬉽,火山乙
𬉾,火⺆亠
𬉿,爫火
𬊀,火方
𬊁,火冂土
𬊂,火⺈彐
𬊃,火木冂
𬊄,火几一巾
𬊅,火乃小丶
𬊆,火乃心
𬊇,火火乂
𬊈,火彐寸
𬊉,火大辶
𬊊,火王廾
𬊋,火求
𬊌,火士心
𬊍,火三丿寸
𬊎,火工贝
𬊏,日勹丶灬
𬊐,⺊尸火
𬊑,火口中
𬊒,火口王
𬊓,爫乙乙灬
𬊔,火禾乃
𬊕,火免
𬊖,火门亠乂
𬊗,火车斤
𬊘,日日灬
𬊙,日勿灬
𬊚,日月灬
𬊛,日勿火
𬊜,火罒夕
𬊝,火金
𬊞,亻米灬
𬊟,⺈囗丨火
𬊠,火亻丿几
𬊡,火勿心
𬊢,火门亠巾
𬊣,火小
𬊤,火丷
𬊥,火亠回
𬊦,火火冂儿
𬊧,小灬
𬊨,火女又弓
𬊩,火木旦
𬊪,頁火
𬊫,口月力灬
𬊬,火⺊口灬
𬊭,火日业
𬊮,火⺁十目
𬊯,火马
𬊰,火立丿彡
𬊱,火巾
𬊲,石⺊口灬
