字符,拆分
𰺢,〈东二〉十丆口丆口丆口
𰺣,〈东二〉十艹丶〈门无丶〉亻〈隹字边〉
𰺤,〈东二〉十丿目宀八方
𰺥,〈辛旁〉丸
𰺦,〈辛旁〉乙乚〈水字边〉
𰺧,丿土儿辛
𰺨,〈辛旁〉一田凵
𰺩,〈辛旁〉〈戌三〉口〈戈无一〉
𰺪,〈辛旁〉辛冂人
𰺫,〈辛旁〉八一彐〈临字旁〉灬
𰺬,一八巾乂乂乂乂辛
𰺭,厂二乚〈水字边〉〈全字头〉二厶
𰺮,彡龰丨丶
𰺯,艹辶
𰺰,一儿辶
𰺱,巾辶
𰺲,乙〈横两撇〉辶
𰺳,弓辶
𰺴,一儿乚辶
𰺵,彡龰止
𰺶,瓜辶
𰺷,一〈戈无亠〉一儿辶
𰺸,扌丿七辶
𰺹,〈见二〉才一辶
𰺺,〈反字框〉丿乚丿丶辶
𰺻,士心辶
𰺼,彡止一〈豕省〉
𰺽,丶艮辶
𰺾,大日乚辶
𰺿,一日〈虫无口〉辶
𰻀,土土丨丶辶
𰻁,〈见二〉龷八辶
𰻂,日火辶
𰻃,爫冖又辶
𰻄,龵月辶
𰻅,〈立无横〉一口辶
𰻆,一〈三竖〉冖巾辶
𰻇,〈卧人〉日夂辶
𰻈,彡龰〈千二〉申二
𰻉,亼口心辶
𰻊,〈享字头〉冂口辶
𰻋,丷木〈反字框〉丅辶
𰻌,彐二丨〈率字腰〉辶
𰻍,艹〈聿三〉〈举字底〉辶
𰻎,一人人〈木无横〉土辶
𰻏,山亼冂艹辶
𰻐,日龷十辶
𰻑,亻口口口辶
𰻒,大口口口辶
𰻓,〈立无横〉一夂三丨辶
𰻔,方〈卧人〉丷一〈举字底〉辶
𰻕,〈聿三〉丨〈乔字底〉丨一乚一乙一丨辶
𰻖,王廾丷木辶
𰻗,艹土丷一〈举字底〉辶
𰻘,丿冂丷木大辶
𰻙,〈反字框〉丅辶艹一乚木
𰻚,〈聿三〉丿口丷一〈举字底〉辶
𰻛,一〈豕省〉十〈左字框〉日辶
𰻜,亠〈临字旁〉二日京辶
𰻝,宀八言幺幺马长长月刂心辶
𰻞,宀八言幺幺〈馬字框〉灬〈镸无厶〉乚〈水字边〉〈镸无厶〉乚〈水字边〉月刂心辶
𰻟,〈卬字旁〉丶阝
𰻠,〈民字框〉阝
𰻡,无阝
𰻢,丅一乚阝
𰻣,一凵乚口〈巴三〉乚
𰻤,止阝
𰻥,亻〈化字边〉阝
𰻦,〈刀中〉乙丶阝
𰻧,十口口〈巴三〉乚
𰻨,东阝
𰻩,山山口〈巴三〉乚
𰻪,十〈左字框〉巾阝
𰻫,勹田阝
𰻬,宀二儿阝
𰻭,丿木乙〈子字底〉阝
𰻮,〈鸟省〉木阝
𰻯,京阝
𰻰,尸土厶阝
𰻱,弓丆口口〈巴三〉乚
𰻲,一乚山王阝
𰻳,弓〈乔字底〉〈见二〉人阝
𰻴,王回阝
𰻵,罒日乚阝
𰻶,山〈卢字头〉冂艹阝
𰻷,〈反字框〉彐乙殳口〈巴三〉乚
𰻸,乙〈夫三〉阝艮
𰻹,〈鱼省〉日阝
𰻺,宀必山阝
𰻻,宀火火阝
𰻼,木木日阝
𰻽,广田冂〈举字底〉阝
𰻾,罒非乚阝
𰻿,丿木〈全字头〉丨〈率字腰〉勹丿口〈巴三〉乚
𰼀,丿土儿丿土儿日阝
𰼁,〈享字头〉乙〈子字底〉十〈左字框〉日口〈巴三〉乚
𰼂,〈雨头〉口口口丅一口口口阝
𰼃,〈西无一〉二上
𰼄,覀一丿廾
𰼅,〈西无一〉二又〈举字底〉
𰼆,女又〈西无一〉二
𰼇,〈西无一〉二宀八又
𰼈,〈西无一〉二乙〈夫三〉阝
𰼉,〈西无一〉二厶小又
𰼊,〈西无一〉二一口一〈戈无一〉
𰼋,〈西无一〉二艹冖乙丿
𰼌,〈西无一〉二非
𰼍,丷〈西无一〉二一〈戈无一〉幺
𰼎,〈西无一〉二厶八〈尚字头〉又
𰼏,〈西无一〉二〈临字旁〉〈临右角〉皿
𰼐,〈西无一〉二〈左字框〉〈青字底〉皿
𰼑,〈西无一〉二艹一冂人人
𰼒,〈西无一〉二非一〈于无横〉
𰼓,〈西无一〉二夫夫日
𰼔,〈西无一〉二幺〈横三点〉士口
𰼕,〈西无一〉二覀〈即字旁〉寸
𰼖,〈西无一〉二宀丿丷木田
𰼗,丿丷木二〈乔字底〉
𰼘,甲二乙
𰼙,甲二勹冫
𰼚,扌攵厂甲二
𰼛,一丷木乙丿甲二
𰼜,〈千二〉申二彐冖又
𰼝,甲二〈立无横〉一日
𰼞,〈千二〉申二金
𰼟,金口
𰼠,金乙〈飞无折〉
𰼡,八刀金
𰼢,金八乂
𰼣,金宀一
𰼤,金末
𰼥,金〈卢字头〉尸
𰼦,金乚丿又丶
𰼧,金一日一
𰼨,金小大
𰼩,〈久二〉丶一乚丶金
𰼪,厶丿〈举字底〉金
𰼫,厶厶厶金
𰼬,金乙丨〈水字框〉一
𰼭,金寸辶
𰼮,金〈见二〉木一
𰼯,金〈卧人〉一止
𰼰,金角
𰼱,金丿日十
𰼲,金勹田
𰼳,金亼〈学字头〉一
𰼴,金乙〈夫三〉阝
𰼵,歹一〈戈无一〉金
𰼶,一冂〈木无横〉刂金
𰼷,扌〈立无横〉一金
𰼸,金日亠乂
𰼹,金〈见二〉夂〈冬字底〉一
𰼺,金田廾
𰼻,〈东二〉〈毌无框〉〈经右角〉丅一金
𰼼,金一凵乚末
𰼽,木目金
𰼾,金由〈青字底〉
𰼿,金〈反字框〉一口土
𰽀,金亽乙口刂
𰽁,金十口攵
𰽂,金夂〈牙二〉丨辶
𰽃,金〈率字腰〉人〈青字底〉
𰽄,金〈少三〉丿日小
𰽅,金亠乂凵禸
𰽆,金十目乚心
𰽇,金扌日〈定字底〉
𰽈,丅一丆目八金
𰽉,金龷日六
𰽊,金歹刂亠丿乚〈水字边〉
𰽋,金宀日〈定字底〉
𰽌,金京〈左字框〉乚丶
𰽍,金日〈禺字底〉辶
𰽎,金〈馬字框〉灬又又
𰽏,金艹氵一〈青字底〉丨丶
𰽐,金龸口匕日
𰽑,〈辛旁〉金辛
𰽒,金〈负字头〉〈见二〉〈全字头〉目夂
𰽓,金〈盥左角〉〈盥右角〉乚同目儿
𰽔,金〈立无横〉一日儿金〈立无横〉一日儿金〈立无横〉一日儿金〈立无横〉一日儿
𰽕,钅几
𰽖,钅乙丿
𰽗,钅一〈于无横〉
𰽘,钅大
𰽙,钅上
𰽚,钅广
𰽛,钅小
𰽜,钅一乂乚
𰽝,钅厂乙丿
𰽞,钅厂乙乚
𰽟,钅二〈乔字底〉
𰽠,钅止
𰽡,钅日
𰽢,钅见
𰽣,钅弓丨
𰽤,钅乙大
𰽥,钅一内
𰽦,钅〈左字框〉〈龙下角〉丶
𰽧,钅丆丨丶一
𰽨,钅只
𰽩,钅卡
𰽪,钅〈全字头〉丅一
𰽫,钅丿龶
𰽬,钅丿木
𰽭,钅句
𰽮,钅亻寸
𰽯,钅亠土
𰽰,钅丷〈举字底〉
𰽱,钅弓〈乔字底〉
𰽲,钅士口
𰽳,钅丆〈见二〉人
𰽴,钅大二乚
𰽵,钅〈尚字头〉一儿
𰽶,钅口〈虫无口〉
𰽷,钅山〈久二〉丶
𰽸,钅〈反字框〉丿乚丿丶
𰽹,钅〈久二〉丶〈久二〉丶
𰽺,钅〈负字头〉厂乙乚
𰽻,钅亻丿士
𰽼,钅丷开
𰽽,钅丷一〈举字底〉
𰽾,钅寸辶
𰽿,钅一〈耳无一〉乚
𰾀,钅十冖乙〈子字底〉
𰾁,钅丅一丨〈水字框〉
𰾂,钅十〈见二〉大
𰾃,钅口龰
𰾄,钅〈卧人〉乚乙亠丶
𰾅,钅亽乙口
𰾆,钅谷
𰾇,钅一大口
𰾈,钅氵〈少三〉丿
𰾉,钅冖八干
𰾊,钅丿〈见二〉夂一
𰾋,钅广〈东二〉十
𰾌,钅〈东二〉〈毌无框〉〈反字框〉丅
𰾍,钅龶丿乚〈水字边〉
𰾎,钅卑
𰾏,钅勹〈朱三〉山
𰾐,钅非
𰾑,钅金
𰾒,钅宀㠯
𰾓,钅丨〈水字框〉日
𰾔,钅厂乙〈戈无一〉土
𰾕,钅艹一乚木
𰾖,钅〈左字框〉丅一〈青字底〉
𰾗,钅〈戌三〉口〈戈无一〉
𰾘,钅艹三八乚
𰾙,钅日〈禺字底〉
𰾚,钅田一乚〈水字边〉
𰾛,钅田〈全字头〉〈乔字底〉
𰾜,钅山丆冂〈临字旁〉
𰾝,钅日丿龶
𰾞,钅乂凵八夂
𰾟,钅〈卧人〉日夂
𰾠,钅免〈冬字底〉
𰾡,钅勹言
𰾢,钅方〈卧人〉〈韦无二〉乚
𰾣,钅尸一厶土
𰾤,钅〈叚右角〉丨二〈叚右角〉又
𰾥,钅乙丶〈横两撇〉丶一大
𰾦,钅乚乙一〈豕省〉
𰾧,钅〈敖字旁〉攵
𰾨,钅〈寒字腰〉冂〈里无日〉
𰾩,钅土厶皿
𰾪,钅一〈业无横〉一心
𰾫,钅〈临字旁〉〈临右角〉皿
𰾬,钅日习习
𰾭,钅爫冖〈左字框〉又
𰾮,钅丷一〈聿三〉〈兼无䒑无彐〉
𰾯,钅广〈聿三〉丨口
𰾰,钅山亻〈隹字边〉
𰾱,钅丿〈见二〉夂一心
𰾲,钅鹿
𰾳,钅乙一〈耳无一〉攵
𰾴,钅艹三八〈反字框〉丅
𰾵,钅十口辛
𰾶,钅一日〈虫无口〉心
𰾷,钅〈牙二〉儿〈牙二〉儿日
𰾸,钅目乚丆丨一丨乙
𰾹,钅亻〈隹字边〉丨乙冂
𰾺,钅丿〈见二〉丷木一一乚
𰾻,钅丷〈西无一〉二大
𰾼,钅巳巳共
𰾽,钅尸丿口〈禺字底〉
𰾾,钅十冂丷干犬
𰾿,钅艹日勹人乚
𰿀,钅〈临字旁〉〈临右角〉金
𰿁,钅鹿匕
𰿂,钅〈雨头〉丆冂〈临字旁〉
𰿃,钅艹罒厂丶〈戈无一〉
𰿄,钅田田田
𰿅,钅山亻〈隹字边〉丨乙冂
𰿆,钅丿土儿丿土儿〈见二〉人
𰿇,钅〈竹头〉目廾刂
𰿈,钅人人一〈戈无一〉
𰿉,钅田田田土
𰿊,钅吂月丷一〈举字底〉凡
𰿋,么〈镸无厶〉乚〈水字边〉
𰿌,镸八刀
𰿍,冖丿乚〈水字边〉〈镸无厶〉乚〈水字边〉
𰿎,镸大日
𰿏,〈镸无厶〉乚〈水字边〉甲二
𰿐,镸亠厶〈荒字底〉
𰿑,镸〈负字头〉士口
𰿒,镸夂〈朱三〉山
𰿓,镸一止亠土
𰿔,〈镸无厶〉乚〈水字边〉广〈聿三〉丨〈率字腰〉
𰿕,镸厶厶厶〈全字头〉彡
𰿖,丆丨丶长
𰿗,〈門字旁〉〈門字边〉丨丶
𰿘,〈門字旁〉〈門字边〉一〈万无横〉
𰿙,〈門字旁〉〈門字边〉久
𰿚,〈門字旁〉〈門字边〉〈久二〉丶
𰿛,〈門字旁〉〈門字边〉丷丨
𰿜,〈門字旁〉〈門字边〉勹〈横两撇〉
𰿝,〈門字旁〉〈門字边〉六
𰿞,〈門字旁〉〈門字边〉〈久二〉丶刂
𰿟,〈門字旁〉〈門字边〉〈左字框〉丨土
𰿠,〈門字旁〉〈門字边〉开一大
𰿡,〈門字旁〉〈門字边〉亼冂艹
𰿢,〈門字旁〉〈門字边〉宀八丅一
𰿣,〈門字旁〉〈門字边〉土土寸
𰿤,〈門字旁〉〈門字边〉氵艹一巾丿丶丿丶
𰿥,丶〈门无丶〉丨
𰿦,二丶〈门无丶〉
𰿧,丶〈门无丶〉女
𰿨,丶〈门无丶〉二儿
𰿩,丶〈门无丶〉〈牙二〉丨丿
𰿪,丶〈门无丶〉八刀
𰿫,丶〈门无丶〉〈刀中〉乙丶
𰿬,丶〈门无丶〉一丷十
𰿭,丶〈门无丶〉田
𰿮,丶〈门无丶〉丿目
𰿯,丶〈门无丶〉一口丷一
𰿰,丶〈门无丶〉丿〈青字底〉一丿
𰿱,丶〈门无丶〉月月
𰿲,丶〈门无丶〉日〈比字旁〉匕
𰿳,乂朩丶〈门无丶〉人
𰿴,丶〈门无丶〉日勹人乚
𰿵,丶〈门无丶〉亼〈青字底〉刂
𰿶,丶〈门无丶〉宀八〈牙二〉丨丿
𰿷,丶〈门无丶〉二小二小
𰿸,丶〈门无丶〉丿目犬
𰿹,丶〈门无丶〉龷由八
𰿺,丶〈门无丶〉龸口土
𰿻,丶〈门无丶〉亼口习习
𰿼,丶〈门无丶〉丷〈曾字头无丷〉日
𰿽,丶〈门无丶〉木〈享字头〉冖几
𰿾,丶〈门无丶〉〈辟字旁〉辛
𰿿,丶〈门无丶〉开宀三丨口
𱀀,丶〈门无丶〉〈西无一〉二厶八夂
𱀁,丿㠯十丿十
𱀂,丿㠯十乙〈子字底〉
𱀃,阝一巾
𱀄,阝八厶
𱀅,丿㠯十乙大
𱀆,阝十口
𱀇,阝丿木
𱀈,丿㠯十〈卧人〉丨二
𱀉,丿〈见二〉乙〈叚右角〉句
𱀊,阝宀丿乙
𱀋,阝土土
𱀌,阝一一止
𱀍,阝大一〈于无横〉
𱀎,阝厂亠乂
𱀏,阝〈全字头〉止
𱀐,阝〈久二〉丶巳
𱀑,阝〈少三〉丿马
𱀒,阝山〈少三〉丿
𱀓,丿〈见二〉乙〈叚右角〉〈尚字头〉〈青字底〉
𱀔,阝宀丶乙丶
𱀕,阝厶小又
𱀖,丿㠯十厶八夂
𱀗,阝龷日
𱀘,丿〈见二〉乙〈叚右角〉土八夂
𱀙,阝山〈周字框〉〈举字底〉
𱀚,阝丿木女
𱀛,阝〈全字头〉干口
𱀜,丿㠯十亻〈隹字边〉
𱀝,丿㠯十丿㠯十
𱀞,阝宀八丅一
𱀟,丿㠯十〈享字头〉乙〈子字底〉
𱀠,㠯彐冖巾
𱀡,阝十艹〈见二〉人
𱀢,阝〈左字框〉〈青字底〉阝
𱀣,阝日一止
𱀤,阝日八女
𱀥,阝臼丨又
𱀦,阝丿日止
𱀧,阝〈久二〉丶〈牙二〉丨土
𱀨,阝丷木廾
𱀩,阝乙丨口又凵
𱀪,阝〈寒字腰〉冂〈里无日〉
𱀫,阝厶小又山
𱀬,阝一人人〈木无横〉土
𱀭,阝王乙丿丘
𱀮,丿㠯十〈久二〉〈冬字底〉乙丶二小
𱀯,阝宀一由八
𱀰,阝亠田一乚〈水字边〉
𱀱,阝夫夫日
𱀲,阝〈牙二〉儿〈牙二〉儿〈牙二〉儿
𱀳,丿〈见二〉乙〈叚右角〉十艹目八
𱀴,阝〈见二〉大目八
𱀵,阝丷〈西无一〉二寸
𱀶,阝八一彐〈临字旁〉灬
𱀷,阝土丷一〈举字底〉辶
𱀸,阝〈雨头〉丿丷〈于无横〉
𱀹,阝一〈耳无一〉一〈耳无一〉乚
𱀺,阝口止夂口
𱀻,阝艹亻〈隹字边〉又
𱀼,阝虍〈业无横〉一一〈戈无一〉
𱀽,阝虍丘一〈戈无一〉
𱀾,阝人丷巾乂乂乂乂
𱀿,阝〈立无横〉冂十口辶
𱁀,阝〈左字框〉〈青字底〉辶人小丶
𱁁,阝一〈耳无一〉又一〈耳无一〉又
𱁂,阝丷一〈豕省〉人丨〈率字腰〉
𱁃,丿〈见二〉乙〈叚右角〉丷一八皿丿㠯十
𱁄,丿〈见二〉乙〈叚右角〉丷一八皿丶㠯
𱁅,八亻〈隹字边〉
𱁆,亻〈隹字边〉一厶
𱁇,〈见二〉一亻〈隹字边〉
𱁈,〈丝左角〉丿亻〈隹字边〉
𱁉,〈冬字底〉十亻〈隹字边〉
𱁊,〈立无横〉一口丨亻〈隹字边〉
𱁋,亻〈隹字边〉彳丷一龰
𱁌,习习〈全字头〉小亻〈隹字边〉
𱁍,厂亻亻〈隹字边〉十〈见二〉〈四横〉
𱁎,亽乙口〈西无一〉二亻〈隹字边〉
𱁏,宀〈眉字框〉目八亻〈隹字边〉
𱁐,出亻〈隹字边〉习习亻〈隹字边〉
𱁑,〈雨头〉匕
𱁒,〈雨头〉又寸
𱁓,〈雨头〉幺刀
𱁔,〈雨头〉土方
𱁕,〈雨头〉土土乚
𱁖,〈雨头〉〈临字旁〉又土
𱁗,〈雨头〉田八
𱁘,〈雨头〉田乙丿
𱁙,〈雨头〉氵夭
𱁚,〈雨头〉阝方
𱁛,〈雨头〉一日〈木无横〉
𱁜,〈雨头〉一〈耳无一〉几
𱁝,〈雨头〉一〈耳无一〉又
𱁞,〈雨头〉丷日十
𱁟,〈雨头〉亠厶〈青字底〉
𱁠,〈雨头〉日乚〈巴三〉乚
𱁡,〈雨头〉彳夂〈牙二〉丨
𱁢,〈雨头〉氵亻丿士
𱁣,〈雨头〉彐宀〈见二〉三
𱁤,〈雨头〉田〈眉字框〉目
𱁥,〈雨头〉二厶〈左字框〉〈临字旁〉一乚冖巾
𱁦,〈雨头〉目八日勹〈横两撇〉
𱁧,〈雨头〉金〈卧人〉乚乙亠丶
𱁨,〈雨头〉宀丿丷木田
𱁩,〈雨头〉氵曲一口丷一
𱁪,〈雨头〉田田田田土
𱁫,〈雨头〉亻〈隹字边〉亻〈隹字边〉亻〈隹字边〉
𱁬,〈雨头〉二厶〈雨头〉二厶〈立无横〉一〈青字底〉〈龍字边〉〈雨头〉二厶〈立无横〉一〈青字底〉〈龍字边〉〈立无横〉一〈青字底〉〈龍字边〉
𱁭,龶〈青字底〉宀丶乙丶
𱁮,龶〈青字底〉彐冖又
𱁯,〈千二〉七〈千二〉七〈千二〉七非
𱁰,丆〈见二〉〈临字旁〉三亼口手
𱁱,革乙〈横两撇〉
𱁲,龷口十冖几
𱁳,革又〈举字底〉
𱁴,革〈比字旁〉匕十
𱁵,革乙丿辶
𱁶,革丿十辶
𱁷,革十乙〈冬字底〉大
𱁸,龷口十艹句
𱁹,革口丄〈见二〉人
𱁺,革丷木女
𱁻,革艹〈戌三〉〈戈无一〉
𱁼,革宀三丨口
𱁽,革丶〈门无丶〉一〈黑五〉〈木无横〉
𱁾,革艹丶〈门无丶〉一〈黑五〉〈木无横〉
𱁿,乙丄口〈牙二〉丨又丶
𱂀,乙丄口〈牙二〉丨丨〈水字框〉
𱂁,乙丄口〈牙二〉丨皮
𱂂,乙丄口〈牙二〉丨丿木刂
𱂃,二〈韦无二〉〈及二〉丶
𱂄,二〈韦无二〉未
𱂅,二〈韦无二〉必
𱂆,二〈韦无二〉亼口
𱂇,丷夫二〈韦无二〉
𱂈,二〈韦无二〉冖〈东二〉十
𱂉,二〈韦无二〉〈尚字头〉〈青字底〉
𱂊,二〈韦无二〉艹一乚木
𱂋,二〈韦无二〉罒勹口〈虫无口〉
𱂌,二〈韦无二〉艹亻〈隹字边〉又
𱂍,阝人非一
𱂎,〈卢字头〉冖一〈见二〉人又非一
𱂏,〈韦无二〉乚〈立无横〉一日
𱂐,〈立无横〉一日口〈见二〉人
𱂑,〈立无横〉一日爫丅一
𱂒,〈立无横〉一日日〈禺字底〉
𱂓,〈立无横〉一日亼〈学字头〉口
𱂔,一尸丆目八
𱂕,丿乙十丆目八
𱂖,火一丨丆目八
𱂗,丷王丆目八
𱂘,大木丆目八
𱂙,日女丆目八
𱂚,鬲丆目八
𱂛,丿〈舟无撇〉止丆目八
𱂜,〈立无横〉冖方丆目八
𱂝,亻〈隹字边〉火丆目八
𱂞,丿目宀八口丆目八
𱂟,〈竹头〉亼口冂艹丆目八
𱂠,丿七丆〈见二〉人
𱂡,气丆〈见二〉人
𱂢,出丆〈见二〉人
𱂣,一〈戈无亠〉一儿丆〈见二〉人
𱂤,山〈久二〉丶丆〈见二〉人
𱂥,夂口丆〈见二〉人
𱂦,丷开丆〈见二〉人
𱂧,丷木丆〈见二〉人
𱂨,宀女丆〈见二〉人
𱂩,一〈青字底〉丨丶丆〈见二〉人
𱂪,十〈见二〉大丆〈见二〉人
𱂫,亼〈学字头〉一丆〈见二〉人
𱂬,〈久二〉〈冬字底〉廾丆〈见二〉人
𱂭,亻〈隹字边〉丆〈见二〉人
𱂮,卑丆〈见二〉人
𱂯,亠人人十丆〈见二〉人
𱂰,乙丨〈率字腰〉凵丆〈见二〉人
𱂱,〈戌三〉口〈戈无一〉丆〈见二〉人
𱂲,田心丆〈见二〉人
𱂳,丿日王丆〈见二〉人
𱂴,〈寒字腰〉冂〈里无日〉丆〈见二〉人
𱂵,〈骨字头〉〈青字底〉丆〈见二〉人
𱂶,丿〈见二〉乂一心丆〈见二〉人
𱂷,方〈卧人〉〈周字框〉亠丆〈见二〉人
𱂸,宀丘八丆〈见二〉人
𱂹,丶尸丷木丆〈见二〉人
𱂺,覀二小丆〈见二〉人
𱂻,亻〈隹字边〉灬丆〈见二〉人
𱂼,〈比字旁〉匕〈风省〉丿口〈虫无口〉
𱂽,〈卢字头〉口〈风省〉丿口〈虫无口〉
𱂾,〈风省〉丿口〈虫无口〉〈久二〉丶卩
𱂿,勹巳〈风省〉丿口〈虫无口〉
𱃀,〈风省〉丿口〈虫无口〉〈犭二〉丿火
𱃁,〈风省〉丿口〈虫无口〉丿〈青字底〉一丿
𱃂,〈风省〉丿口〈虫无口〉阝方
𱃃,土八夂〈风省〉丿口〈虫无口〉
𱃄,〈风省〉丿口〈虫无口〉虍几
𱃅,〈风省〉丿口〈虫无口〉月月
𱃆,〈立无横〉一口〈风省〉丿口〈虫无口〉
𱃇,艹一乚木〈风省〉丿口〈虫无口〉
𱃈,〈风省〉丿口〈虫无口〉宀八又又
𱃉,宀火又〈风省〉丿口〈虫无口〉
𱃊,〈风省〉丿口〈虫无口〉〈久二〉丶乙乚田
𱃋,〈风省〉丿口〈虫无口〉〈敖字旁〉攵
𱃌,〈负字头〉回〈久二〉丶〈风省〉丿口〈虫无口〉
𱃍,〈风省〉丿口〈虫无口〉习习〈全字头〉小
𱃎,〈风省〉丿口〈虫无口〉〈全字头〉亠乂凵禸
𱃏,〈负字头〉厂八言〈风省〉丿口〈虫无口〉
𱃐,〈风省〉丿口〈虫无口〉鹿灬
𱃑,〈风省〉丿口〈虫无口〉言火火又
𱃒,〈风省〉丿口〈虫无口〉一〈耳无一〉一〈耳无一〉一〈耳无一〉
𱃓,〈风省〉丿口〈虫无口〉口〈虫无口〉口〈虫无口〉口〈虫无口〉
𱃔,〈风省〉乂彡
𱃕,〈风省〉乂〈牙二〉丨丿
𱃖,〈风省〉乂幺乙丿
𱃗,〈风省〉乂厶口
𱃘,〈风省〉乂歹刂
𱃙,〈风省〉乂亠乂刂
𱃚,〈风省〉乂乙丿乙丿乙丿
𱃛,〈风省〉乂一〈豕省〉
𱃜,〈风省〉乂丿木女
𱃝,〈风省〉乂〈风省〉乂〈风省〉乂
𱃞,〈风省〉乂亼〈青字底〉刂
𱃟,习习丿日〈风省〉乂
𱃠,〈风省〉乂犬犬犬
𱃡,亽〈即字旁〉一〈于无横〉
𱃢,亽〈即字旁〉二乚
𱃣,亽〈即字旁〉下
𱃤,亽艮心
𱃥,亽彐丨二开刂
𱃦,亽彐丨二丆冂〈临字旁〉
𱃧,亽〈即字旁〉〈尚字头〉一儿
𱃨,亽〈即字旁〉口龰
𱃩,亽〈即字旁〉丶〈门无丶〉日
𱃪,亽〈即字旁〉艹三八
𱃫,亽〈即字旁〉月月
𱃬,亽〈即字旁〉一口丨一口丨
𱃭,亽〈即字旁〉木六乂
𱃮,丷一夫丶艮丈丶
𱃯,亽〈即字旁〉丿〈舟无撇〉皿
𱃰,亽〈即字旁〉〈卧人〉大一口丷一
𱃱,〈负字头〉乚〈卧人〉乙
𱃲,〈负字头〉乚一乂乚
𱃳,〈负字头〉乚丆丨丶
𱃴,〈负字头〉乚丶下
𱃵,〈负字头〉乚〈见二〉大
𱃶,〈负字头〉乚〈见二〉人一
𱃷,〈负字头〉乚丷〈举字底〉
𱃸,〈负字头〉乚一厶土
𱃹,〈负字头〉乚山己
𱃺,〈负字头〉乚丿十口
𱃻,〈负字头〉乚〈丝左角〉一勺
𱃼,〈负字头〉乚大十廾
𱃽,〈负字头〉乚人亠〈亥无亠无人〉人
𱃾,〈负字头〉乚〈立无横〉一口
𱃿,〈负字头〉乚火火
𱄀,〈负字头〉乚十艹〈见二〉人
𱄁,〈负字头〉乚亼〈青字底〉刂
𱄂,〈负字头〉乚宀火又
𱄃,〈负字头〉乚〈聿三〉〈举字底〉乙丶
𱄄,〈负字头〉乚乚乙一〈豕省〉
𱄅,〈负字头〉乚亻丨夂彡
𱄆,〈负字头〉乚士口丷一口
𱄇,〈负字头〉乚象
𱄈,〈负字头〉乚艹冖二〈豕省〉
𱄉,〈负字头〉乚爫丅一彐心
𱄊,〈负字头〉乚丿土儿丿土儿〈见二〉人
𱄋,丷丆目〈冬字底〉十
𱄌,一一〈戈无一〉丷丆目
𱄍,巛丆目一口一〈戈无一〉
𱄎,丿木日二厶
𱄏,丿木日丶艮
𱄐,丿木日夂三丨辶
𱄑,厶〈馬字框〉灬
𱄒,〈馬字框〉灬手
𱄓,〈馬字框〉灬艹乙
𱄔,〈馬字框〉灬〈见二〉〈叚右角〉一
𱄕,〈馬字框〉灬亻〈韦无二〉乚
𱄖,〈馬字框〉灬〈久二〉丶卩
𱄗,〈馬字框〉灬宀几
𱄘,〈馬字框〉灬口土
𱄙,〈馬字框〉灬丨二匕一
𱄚,〈馬字框〉灬〈卢字头〉日
𱄛,〈馬字框〉灬三〈木无横〉
𱄜,〈馬字框〉灬又乙〈里无日〉
𱄝,〈馬字框〉灬十兄
𱄞,〈馬字框〉灬土土乚
𱄟,〈馬字框〉灬艹巳
𱄠,〈馬字框〉灬丿幺小
𱄡,〈馬字框〉灬亻亻寸
𱄢,〈馬字框〉灬厶小又
𱄣,〈馬字框〉灬勹一一止
𱄤,〈馬字框〉灬臼人
𱄥,〈馬字框〉灬〈千二〉龷〈木无横〉
𱄦,〈馬字框〉灬乂凵丨丿丿又
𱄧,〈馬字框〉灬〈立无横〉一日
𱄨,〈馬字框〉灬宀一日一
𱄩,〈馬字框〉灬龶幺小
𱄪,〈馬字框〉灬覀心
